"","RT","true","inter","cnt","mask","noise","ID","type","eta_pro","eta_re"
"1016",427.478560448776,1,0,0,0,0,5,"1",-90,0
"1017",457.811312617493,1,0,0,0,0,5,"1",-90,0
"1018",419.111866370923,1,0,0,0,0,5,"1",-90,0
"1019",449.562674198805,1,0,0,0,0,5,"1",-90,0
"1021",510.537379433106,1,0,0,0,0,5,"1",-90,0
"1023",374.702594454787,1,0,0,0,0,5,"1",-90,0
"1024",506.299290597261,1,0,0,0,0,5,"1",-90,0
"1025",463.498679724044,1,0,0,0,0,5,"1",-90,0
"1026",526.824190240146,1,0,0,0,0,5,"1",-90,0
"1027",524.560742759217,1,0,0,0,0,5,"1",-90,0
"1028",485.644720892181,1,0,0,0,0,5,"1",-90,0
"1029",582.344996031634,1,0,0,0,0,5,"1",-90,0
"1030",465.390989634397,1,0,0,0,0,5,"1",-90,0
"1031",488.338417720519,1,0,0,0,0,5,"1",-90,0
"1032",543.294723073397,1,0,0,0,0,5,"1",-90,0
"1033",572.456318076404,1,0,0,0,0,5,"1",-90,0
"1034",450.864500887393,1,0,0,0,0,5,"1",-90,0
"1035",593.349514668775,1,0,0,0,0,5,"1",-90,0
"1176",523.828116931191,1,0,0,0,0,5,"2",90,-90
"1177",456.041365982036,1,0,0,0,0,5,"2",90,-90
"1178",565.128305448122,1,0,0,0,0,5,"2",90,-90
"1179",594.872039666601,1,0,0,0,0,5,"2",90,-90
"1180",581.399078010943,1,0,0,0,0,5,"2",90,-90
"1201",325.760735529967,1,0,0,0,0,5,"3",-90,90
"1202",356.759151923709,1,0,0,0,0,5,"3",-90,90
"1203",389.395419237511,1,0,0,0,0,5,"3",-90,90
"1204",551.694290765504,1,0,0,0,0,5,"3",-90,90
"1205",611.012883830264,1,0,0,0,0,5,"3",-90,90
"1226",355.117881815494,1,0,0,0,0,5,"4",-90,-90
"1228",382.072485304647,1,0,0,0,0,5,"4",-90,-90
"1229",390.202465131213,1,0,0,0,0,5,"4",-90,-90
"1230",378.783853398223,1,0,0,0,0,5,"4",-90,-90
"1251",499.069015623401,1,0,0,0,0,6,"1",-90,0
"1252",433.147386164662,1,0,0,0,0,6,"1",-90,0
"1253",641.222320245739,1,0,0,0,0,6,"1",-90,0
"1255",337.287736625477,1,0,0,0,0,6,"1",-90,0
"1256",367.433974673987,1,0,0,0,0,6,"1",-90,0
"1257",390.261522682904,1,0,0,0,0,6,"1",-90,0
"1258",348.146756842221,1,0,0,0,0,6,"1",-90,0
"1259",366.523391278334,1,0,0,0,0,6,"1",-90,0
"1260",362.710327382952,1,0,0,0,0,6,"1",-90,0
"1261",380.784230251667,1,0,0,0,0,6,"1",-90,0
"1262",623.1495194168,1,0,0,0,0,6,"1",-90,0
"1263",542.677258388567,1,0,0,0,0,6,"1",-90,0
"1264",395.458126165594,1,0,0,0,0,6,"1",-90,0
"1265",379.914947002086,1,0,0,0,0,6,"1",-90,0
"1266",423.268015598872,1,0,0,0,0,6,"1",-90,0
"1267",400.343664724946,1,0,0,0,0,6,"1",-90,0
"1268",425.503095905529,1,0,0,0,0,6,"1",-90,0
"1269",333.035019643634,1,0,0,0,0,6,"1",-90,0
"1270",415.686781310539,1,0,0,0,0,6,"1",-90,0
"1271",449.272113551177,1,0,0,0,0,6,"1",-90,0
"1272",501.000127211085,1,0,0,0,0,6,"1",-90,0
"1274",386.854889783801,1,0,0,0,0,6,"1",-90,0
"1275",403.262531080346,1,0,0,0,0,6,"1",-90,0
"1426",518.33121340639,1,0,0,0,0,6,"2",90,-90
"1427",747.111442677719,1,0,0,0,0,6,"2",90,-90
"1429",514.407849568865,1,0,0,0,0,6,"2",90,-90
"1430",525.236243376284,1,0,0,0,0,6,"2",90,-90
"1451",452.148822605717,1,0,0,0,0,6,"3",-90,90
"1452",299.287085957355,1,0,0,0,0,6,"3",-90,90
"1453",375.042906270537,1,0,0,0,0,6,"3",-90,90
"1454",320.613413455498,1,0,0,0,0,6,"3",-90,90
"1455",328.055678437931,1,0,0,0,0,6,"3",-90,90
"1476",767.378625728011,1,0,0,0,0,6,"4",-90,-90
"1477",526.617738809212,1,0,0,0,0,6,"4",-90,-90
"1478",289.245662927003,1,0,0,0,0,6,"4",-90,-90
"1479",587.756154228729,1,0,0,0,0,6,"4",-90,-90
"1480",311.571356064755,1,0,0,0,0,6,"4",-90,-90
"1501",418.538144476122,1,0,0,0,0,7,"1",-90,0
"1502",801.754333852451,1,0,0,0,0,7,"1",-90,0
"1503",454.035510255677,1,0,0,0,0,7,"1",-90,0
"1504",393.290380880548,1,0,0,0,0,7,"1",-90,0
"1505",468.380655930561,1,0,0,0,0,7,"1",-90,0
"1506",729.611292876622,1,0,0,0,0,7,"1",-90,0
"1507",361.375004810756,1,0,0,0,0,7,"1",-90,0
"1508",410.17479605507,1,0,0,0,0,7,"1",-90,0
"1509",397.522057035952,1,0,0,0,0,7,"1",-90,0
"1510",422.696939790146,1,0,0,0,0,7,"1",-90,0
"1511",520.723165300272,1,0,0,0,0,7,"1",-90,0
"1512",997.15416543325,1,0,0,0,0,7,"1",-90,0
"1513",833.360011131359,1,0,0,0,0,7,"1",-90,0
"1514",387.796656531908,1,0,0,0,0,7,"1",-90,0
"1515",430.779455485648,1,0,0,0,0,7,"1",-90,0
"1517",470.351137577759,1,0,0,0,0,7,"1",-90,0
"1518",410.053311182222,1,0,0,0,0,7,"1",-90,0
"1519",447.166985952169,1,0,0,0,0,7,"1",-90,0
"1520",567.247917277434,1,0,0,0,0,7,"1",-90,0
"1521",573.932516929845,1,0,0,0,0,7,"1",-90,0
"1522",382.657853077069,1,0,0,0,0,7,"1",-90,0
"1523",371.200083370485,1,0,0,0,0,7,"1",-90,0
"1524",383.558880656323,1,0,0,0,0,7,"1",-90,0
"1525",362.252556886791,1,0,0,0,0,7,"1",-90,0
"1526",387.441162546103,1,0,0,0,0,7,"1",-90,0
"1527",393.00974202918,1,0,0,0,0,7,"1",-90,0
"1528",428.700768547522,1,0,0,0,0,7,"1",-90,0
"1529",444.90449037451,1,0,0,0,0,7,"1",-90,0
"1530",558.128870067698,1,0,0,0,0,7,"1",-90,0
"1531",602.939210018224,1,0,0,0,0,7,"1",-90,0
"1532",622.33793247912,1,0,0,0,0,7,"1",-90,0
"1533",425.722562628647,1,0,0,0,0,7,"1",-90,0
"1534",366.913289196359,1,0,0,0,0,7,"1",-90,0
"1535",428.794226307092,1,0,0,0,0,7,"1",-90,0
"1679",771.568979988625,1,0,0,0,0,7,"2",90,-90
"1680",481.296300523253,1,0,0,0,0,7,"2",90,-90
"1702",364.529813612094,1,0,0,0,0,7,"3",-90,90
"1703",373.660766323488,1,0,0,0,0,7,"3",-90,90
"1704",345.001740091362,1,0,0,0,0,7,"3",-90,90
"1705",313.332829678519,1,0,0,0,0,7,"3",-90,90
"1726",289.183724235221,1,0,0,0,0,7,"4",-90,-90
"1727",424.861961914608,1,0,0,0,0,7,"4",-90,-90
"1728",383.770699891742,1,0,0,0,0,7,"4",-90,-90
"1729",853.107784517943,1,0,0,0,0,7,"4",-90,-90
"1730",342.274298067113,1,0,0,0,0,7,"4",-90,-90
"1751",600.449642832788,1,0,0,0,0,8,"1",-90,0
"1752",564.421456711251,1,0,0,0,0,8,"1",-90,0
"1753",454.36614564259,1,0,0,0,0,8,"1",-90,0
"1754",548.578310866872,1,0,0,0,0,8,"1",-90,0
"1755",462.439840789814,1,0,0,0,0,8,"1",-90,0
"1757",480.494000171789,1,0,0,0,0,8,"1",-90,0
"1758",423.123460485457,1,0,0,0,0,8,"1",-90,0
"1759",422.186342398501,1,0,0,0,0,8,"1",-90,0
"1760",508.536045934773,1,0,0,0,0,8,"1",-90,0
"1761",472.468803124309,1,0,0,0,0,8,"1",-90,0
"1762",505.57985585499,1,0,0,0,0,8,"1",-90,0
"1763",443.364296183072,1,0,0,0,0,8,"1",-90,0
"1764",462.082362872637,1,0,0,0,0,8,"1",-90,0
"1765",443.814206054412,1,0,0,0,0,8,"1",-90,0
"1766",523.702157438215,1,0,0,0,0,8,"1",-90,0
"1767",536.694301211891,1,0,0,0,0,8,"1",-90,0
"1768",504.608612541921,1,0,0,0,0,8,"1",-90,0
"1769",683.564699415002,1,0,0,0,0,8,"1",-90,0
"1770",434.835757639176,1,0,0,0,0,8,"1",-90,0
"1771",444.212680701417,1,0,0,0,0,8,"1",-90,0
"1772",451.651907493523,1,0,0,0,0,8,"1",-90,0
"1774",520.974782562299,1,0,0,0,0,8,"1",-90,0
"1775",431.299120409136,1,0,0,0,0,8,"1",-90,0
"1776",545.813511407926,1,0,0,0,0,8,"1",-90,0
"1777",447.31692919813,1,0,0,0,0,8,"1",-90,0
"1778",492.304505878289,1,0,0,0,0,8,"1",-90,0
"1779",382.974344388177,1,0,0,0,0,8,"1",-90,0
"1927",562.190238871912,1,0,0,0,0,8,"2",90,-90
"1928",543.904075489213,1,0,0,0,0,8,"2",90,-90
"1929",650.223778510168,1,0,0,0,0,8,"2",90,-90
"1930",632.390358365677,1,0,0,0,0,8,"2",90,-90
"1951",458.542018105273,1,0,0,0,0,8,"3",-90,90
"1952",553.053114518418,1,0,0,0,0,8,"3",-90,90
"1953",675.773420778507,1,0,0,0,0,8,"3",-90,90
"1954",509.695884911473,1,0,0,0,0,8,"3",-90,90
"1955",432.720294775582,1,0,0,0,0,8,"3",-90,90
"1976",483.493681299127,1,0,0,0,0,8,"4",-90,-90
"1977",725.62154844792,1,0,0,0,0,8,"4",-90,-90
"1978",373.864004696724,1,0,0,0,0,8,"4",-90,-90
"1979",372.654520479024,1,0,0,0,0,8,"4",-90,-90
"1980",520.776481302957,1,0,0,0,0,8,"4",-90,-90
"2001",668.374896820032,1,0,0,0,0,9,"1",-90,0
"2002",510.02532264328,1,0,0,0,0,9,"1",-90,0
"2003",490.828860472125,1,0,0,0,0,9,"1",-90,0
"2004",659.928922050135,1,0,0,0,0,9,"1",-90,0
"2005",605.682860209492,1,0,0,0,0,9,"1",-90,0
"2006",497.253287567512,1,0,0,0,0,9,"1",-90,0
"2007",421.63700969484,1,0,0,0,0,9,"1",-90,0
"2008",495.566142841672,1,0,0,0,0,9,"1",-90,0
"2010",594.758152498086,1,0,0,0,0,9,"1",-90,0
"2011",451.206598739089,1,0,0,0,0,9,"1",-90,0
"2012",419.635892939079,1,0,0,0,0,9,"1",-90,0
"2013",554.256210927772,1,0,0,0,0,9,"1",-90,0
"2014",437.38504002558,1,0,0,0,0,9,"1",-90,0
"2015",522.668917184454,1,0,0,0,0,9,"1",-90,0
"2016",447.179894871656,1,0,0,0,0,9,"1",-90,0
"2017",469.182175530593,1,0,0,0,0,9,"1",-90,0
"2018",467.917203701015,1,0,0,0,0,9,"1",-90,0
"2019",501.500292038009,1,0,0,0,0,9,"1",-90,0
"2020",530.078220452701,1,0,0,0,0,9,"1",-90,0
"2021",569.417848331567,1,0,0,0,0,9,"1",-90,0
"2022",437.061374496216,1,0,0,0,0,9,"1",-90,0
"2023",408.916954938672,1,0,0,0,0,9,"1",-90,0
"2024",558.003815541421,1,0,0,0,0,9,"1",-90,0
"2025",478.823682505207,1,0,0,0,0,9,"1",-90,0
"2026",443.45742988612,1,0,0,0,0,9,"1",-90,0
"2027",469.578290122907,1,0,0,0,0,9,"1",-90,0
"2028",615.656462042728,1,0,0,0,0,9,"1",-90,0
"2029",465.741530025049,1,0,0,0,0,9,"1",-90,0
"2030",431.009527810298,1,0,0,0,0,9,"1",-90,0
"2031",925.297057877723,1,0,0,0,0,9,"1",-90,0
"2032",570.425029353173,1,0,0,0,0,9,"1",-90,0
"2033",507.425561979116,1,0,0,0,0,9,"1",-90,0
"2176",514.320340311329,1,0,0,0,0,9,"2",90,-90
"2177",439.622244176608,1,0,0,0,0,9,"2",90,-90
"2178",484.303339112275,1,0,0,0,0,9,"2",90,-90
"2179",556.313249455522,1,0,0,0,0,9,"2",90,-90
"2180",475.536173010513,1,0,0,0,0,9,"2",90,-90
"2201",338.703201436186,1,0,0,0,0,9,"3",-90,90
"2202",400.795760616703,1,0,0,0,0,9,"3",-90,90
"2203",481.880326525619,1,0,0,0,0,9,"3",-90,90
"2204",489.060853105281,1,0,0,0,0,9,"3",-90,90
"2205",370.459208505485,1,0,0,0,0,9,"3",-90,90
"2226",339.117016813023,1,0,0,0,0,9,"4",-90,-90
"2227",395.557161310181,1,0,0,0,0,9,"4",-90,-90
"2228",356.556912247273,1,0,0,0,0,9,"4",-90,-90
"2229",361.789289870114,1,0,0,0,0,9,"4",-90,-90
"2230",341.208356256371,1,0,0,0,0,9,"4",-90,-90
"2251",329.5200168461,1,0,0,0,0,10,"1",-90,0
"2252",521.046217921558,1,0,0,0,0,10,"1",-90,0
"2254",391.920360803887,1,0,0,0,0,10,"1",-90,0
"2255",328.128895305685,1,0,0,0,0,10,"1",-90,0
"2256",388.988049397216,1,0,0,0,0,10,"1",-90,0
"2257",358.026655271884,1,0,0,0,0,10,"1",-90,0
"2258",412.583431868354,1,0,0,0,0,10,"1",-90,0
"2259",813.356667794859,1,0,0,0,0,10,"1",-90,0
"2260",385.437517596562,1,0,0,0,0,10,"1",-90,0
"2261",371.610687628006,1,0,0,0,0,10,"1",-90,0
"2262",913.394189528961,1,0,0,0,0,10,"1",-90,0
"2263",466.992602432378,1,0,0,0,0,10,"1",-90,0
"2264",404.98711206874,1,0,0,0,0,10,"1",-90,0
"2265",512.699562966001,1,0,0,0,0,10,"1",-90,0
"2266",515.438160764889,1,0,0,0,0,10,"1",-90,0
"2267",517.682173177322,1,0,0,0,0,10,"1",-90,0
"2268",403.667806533908,1,0,0,0,0,10,"1",-90,0
"2269",397.572077450718,1,0,0,0,0,10,"1",-90,0
"2270",615.833661486282,1,0,0,0,0,10,"1",-90,0
"2271",593.23945527293,1,0,0,0,0,10,"1",-90,0
"2272",411.179380431724,1,0,0,0,0,10,"1",-90,0
"2273",407.25861614915,1,0,0,0,0,10,"1",-90,0
"2274",462.568281331069,1,0,0,0,0,10,"1",-90,0
"2275",401.325661548147,1,0,0,0,0,10,"1",-90,0
"2276",523.291332662409,1,0,0,0,0,10,"1",-90,0
"2277",488.413567842782,1,0,0,0,0,10,"1",-90,0
"2278",554.069799349577,1,0,0,0,0,10,"1",-90,0
"2279",552.256649389136,1,0,0,0,0,10,"1",-90,0
"2280",627.616822357875,1,0,0,0,0,10,"1",-90,0
"2281",430.300447007243,1,0,0,0,0,10,"1",-90,0
"2282",399.91477147967,1,0,0,0,0,10,"1",-90,0
"2283",639.895007042562,1,0,0,0,0,10,"1",-90,0
"2284",423.033380660181,1,0,0,0,0,10,"1",-90,0
"2285",389.660609127612,1,0,0,0,0,10,"1",-90,0
"2426",551.36089019988,1,0,0,0,0,10,"2",90,-90
"2427",566.253162909541,1,0,0,0,0,10,"2",90,-90
"2428",724.820747084136,1,0,0,0,0,10,"2",90,-90
